,gene name,length
71474,SRFBP1,2901
71475,SRGAP1,23893
71476,SRGAP2,7640
71477,SRGAP2-AS1,2504
71478,SRGAP2B,7751
71479,SRGAP2C,7113
71480,SRGAP2D,1021
71481,SRGAP3,8954
71482,SRGAP3-AS1,583
71483,SRGAP3-AS2,1408
71484,SRGAP3-AS3,1223
71485,SRGAP3-AS4,1253
71486,SRGN,1223
71487,SRGNP1,451
71488,SRI,2964
71489,SRI-AS1,4175
71490,SRIP1,288
71491,SRIP2,166
71492,SRIP3,219
71493,SRL,5620
71494,SRM,1328
71495,SRMP1,885
71496,SRMP2,916
71497,SRMP3,725
71498,SRMS,4082
71499,SRP14,1519
71500,SRP14-DT,5452
71501,SRP14P1,355
71502,SRP14P2,349
71503,SRP14P3,327
71504,SRP14P4,203
71505,SRP14P5,237
71506,SRP19,5220
71507,SRP54,3083
71508,SRP54-AS1,565
71509,SRP68,3131
71510,SRP68P1,269
71511,SRP68P2,254
71512,SRP68P3,344
71513,SRP72,3994
71514,SRP72P1,1750
71515,SRP72P2,1979
71516,SRP9,2342
71517,SRP9P1,261
71518,SRPK1,4442
71519,SRPK2,5945
71520,SRPK2P,1100
71521,SRPK3,2038
71522,SRPRA,3099
71523,SRPRB,2837
71524,SRPX,1991
71525,SRPX2,6646
71526,SRR,3325
71527,SRRD,4125
71528,SRRM1,4032
71529,SRRM1P2,1192
71530,SRRM1P3,2678
71531,SRRM2,9410
71532,SRRM2-AS1,6625
71533,SRRM3,3617
71534,SRRM4,8431
71535,SRRM5,2699
71536,SRRT,3393
71537,SRSF1,5570
71538,SRSF10,7735
71539,SRSF10P1,764
71540,SRSF10P2,525
71541,SRSF11,4224
71542,SRSF12,3699
71543,SRSF1P1,520
71544,SRSF2,2947
71545,SRSF2P1,743
71546,SRSF3,5278
71547,SRSF3P1,499
71548,SRSF3P2,453
71549,SRSF3P4,487
71550,SRSF3P5,486
71551,SRSF3P6,406
71552,SRSF4,2476
71553,SRSF5,5567
71554,SRSF6,4548
71555,SRSF6P1,754
71556,SRSF6P2,1034
71557,SRSF7,2489
71558,SRSF8,4307
71559,SRSF8BP,975
71560,SRSF8CP,882
71561,SRSF9,1644
71562,SRSF9P1,530
71563,SRXN1,2706
71564,SRY,828
71565,SS18,3845
71566,SS18L1,4567
71567,SS18L2,2867
71568,SS18L2P1,213
71569,SS18L2P2,235
71570,SSB,2202
71571,SSBL2P,1077
71572,SSBL3P,1075
71573,SSBL4P,1241
71574,SSBL5P,1194
71575,SSBL6P,598
71576,SSBP1,3317
71577,SSBP2,9806
71578,SSBP3,3332
71579,SSBP3-AS1,2624
71580,SSBP3P1,1148
71581,SSBP3P2,1026
71582,SSBP3P3,1177
71583,SSBP3P4,1178
71584,SSBP3P5,1175
71585,SSBP3P6,1152
71586,SSBP4,2879
71587,SSC4D,3284
71588,SSC5D,5186
71589,SSH1,13720
71590,SSH2,10762
71591,SSH3,3154
71592,SSMEM1,1368
71593,SSNA1,951
71594,SSPN,4844
71595,SSPN-AS1,699
71596,SSPOP,15799
71597,SSR1,10884
71598,SSR1P1,814
71599,SSR1P2,787
71600,SSR2,1852
71601,SSR3,4790
71602,SSR4,1766
71603,SSR4P1,3053
71604,SSRP1,3401
71605,SST,607
71606,SSTR1,4728
71607,SSTR2,7685
71608,SSTR3,4677
71609,SSTR4,3926
71610,SSTR5,5441
71611,SSTR5-AS1,2914
71612,SSU72,5233
71613,SSU72-AS1,841
71614,SSU72L1,1101
71615,SSU72L2,1066
71616,SSU72L3,1075
71617,SSU72L4,1102
71618,SSU72L5,1071
71619,SSU72L6,1348
71620,SSU72P1,583
71621,SSU72P6,488
71622,SSUH2,3746
71623,SSX1,1223
71624,SSX11P,473
71625,SSX13P,1300
71626,SSX14P,245
71627,SSX15P,287
71628,SSX18P,284
71629,SSX19P,292
71630,SSX2,1427
71631,SSX20P,873
71632,SSX21P,287
71633,SSX2B,2157
71634,SSX2IP,11092
71635,SSX2IPP1,1853
71636,SSX3,2010
71637,SSX4,1232
71638,SSX4B,1278
71639,SSX5,1416
71640,SSX6P,562
71641,SSX7,1340
71642,SSX8P,691
71643,SSX9P,821
71644,SSXP10,565
71645,ST13,3539
71646,ST13P10,1082
71647,ST13P11,720
71648,ST13P12,1094
71649,ST13P13,1092
71650,ST13P14,734
71651,ST13P15,1107
71652,ST13P16,781
71653,ST13P18,1027
71654,ST13P19,1124
71655,ST13P2,1109
71656,ST13P20,1065
71657,ST13P21,1098
71658,ST13P3,1110
71659,ST13P4,1599
71660,ST13P5,1110
71661,ST13P6,1102
71662,ST13P7,1099
71663,ST14,3412
71664,ST18,6672
71665,ST20,1363
71666,ST20-AS1,4534
71667,ST20-MTHFS,972
71668,ST3GAL1,17841
71669,ST3GAL1-DT,1736
71670,ST3GAL1P1,1014
71671,ST3GAL2,11124
71672,ST3GAL3,5316
71673,ST3GAL3-AS1,920
71674,ST3GAL4,10250
71675,ST3GAL5,5750
71676,ST3GAL5-AS1,1924
71677,ST3GAL6,10534
71678,ST3GAL6-AS1,7328
71679,ST6GAL1,10228
71680,ST6GAL2,7445
71681,ST6GAL2-IT1,388
71682,ST6GALNAC1,3066
71683,ST6GALNAC2,2418
71684,ST6GALNAC2P1,836
71685,ST6GALNAC3,6836
71686,ST6GALNAC4,2265
71687,ST6GALNAC4P1,499
71688,ST6GALNAC5,5580
71689,ST6GALNAC6,4484
71690,ST7,6242
71691,ST7-AS1,1889
71692,ST7-AS2,3015
71693,ST7-OT4,2071
71694,ST7L,4991
71695,ST8SIA1,11063
71696,ST8SIA2,5775
71697,ST8SIA3,10087
71698,ST8SIA4,7356
71699,ST8SIA5,14005
71700,ST8SIA5-DT,6628
71701,ST8SIA6,6994
71702,ST8SIA6-AS1,4208
71703,STAB1,7946
71704,STAB2,8243
71705,STAC,3288
71706,STAC2,3512
71707,STAC3,1650
71708,STAG1,7130
71709,STAG1-DT,5350
71710,STAG2,9096
71711,STAG2-AS1,2209
71712,STAG3,4560
71713,STAG3L1,894
71714,STAG3L2,1017
71715,STAG3L3,1067
71716,STAG3L4,4239
71717,STAG3L5P,179
71718,STAG3L5P-PVRIG2P-PILRB,5154
71719,STAM,3883
71720,STAM-DT,2595
71721,STAM2,5579
71722,STAMBP,11595
71723,STAMBPL1,10262
71724,STAP1,2098
71725,STAP2,1841
71726,STAR,3627
71727,STARD10,5564
71728,STARD13,7256
71729,STARD13-AS,4833
71730,STARD13-IT1,452
71731,STARD3,3911
71732,STARD3NL,4203
71733,STARD4,6879
71734,STARD4-AS1,9263
71735,STARD5,4915
71736,STARD6,1732
71737,STARD7,3492
71738,STARD7-AS1,3697
71739,STARD8,5123
71740,STARD9,15637
71741,STARP1,869
71742,STAT1,10797
71743,STAT2,4889
71744,STAT3,5471
71745,STAT4,4797
71746,STAT4-AS1,386
71747,STAT5A,4595
71748,STAT5B,6945
71749,STAT6,5921
71750,STATH,679
71751,STAU1,4781
71752,STAU2,9110
71753,STAU2-AS1,2076
71754,STAU2P1,622
71755,STBD1,2244
71756,STBD1P1,1034
71757,STC1,4134
71758,STC2,4254
71759,STEAP1,1986
71760,STEAP1B,5383
71761,STEAP1B-AS1,4252
71762,STEAP2,7279
71763,STEAP2-AS1,2825
71764,STEAP3,6858
71765,STEAP3-AS1,2588
71766,STEAP4,11438
71767,STEEP1,3705
71768,STH,445
71769,STIL,6614
71770,STIM1,6128
71771,STIM1-AS1,591
71772,STIM2,5143
71773,STIM2-AS1,829
71774,STIMATE,4786
71775,STIMATE-MUSTN1,1405
71776,STING1,2841
71777,STIP1,3016
71778,STIP1P3,1624
71779,STK10,6048
71780,STK11,8017
71781,STK11IP,4229
71782,STK16,3429
71783,STK16P1,525
71784,STK17A,4037
71785,STK17B,9005
71786,STK24,9873
71787,STK24-AS1,1356
71788,STK24P1,1291
71789,STK25,5206
71790,STK25P1,838
71791,STK26,3498
71792,STK3,3585
71793,STK31,3899
71794,STK32A,5469
71795,STK32A-AS1,1439
71796,STK32B,3798
71797,STK32C,3032
71798,STK33,7282
71799,STK33P1,1218
71800,STK35,8161
71801,STK36,5332
71802,STK38,4633
71803,STK38L,5951
71804,STK39,5131
71805,STK4,10736
71806,STK4-DT,2124
71807,STK40,10595
71808,STKLD1,2826
71809,STMN1,5255
71810,STMN1P1,440
71811,STMN1P2,439
71812,STMN2,2043
71813,STMN3,2661
71814,STMN3P1,246
71815,STMN4,3080
71816,STMND1,1536
71817,STMP1,2492
71818,STN1,14519
71819,STOM,3262
71820,STOML1,6614
71821,STOML2,1616
71822,STOML3,2034
71823,STON1,8281
71824,STON1-GTF2A1L,4126
71825,STON2,11349
71826,STOX1,4246
71827,STOX2,10871
71828,STPG1,4141
71829,STPG2,1892
71830,STPG2-AS1,4110
71831,STPG3,1362
71832,STPG3-AS1,1701
71833,STPG4,1887
71834,STRA6,5550
71835,STRA6LP,1367
71836,STRA8,1443
71837,STRADA,3811
71838,STRADB,3815
71839,STRADBP1,1281
71840,STRAP,1944
71841,STRBP,7996
71842,STRC,5590
71843,STRCP1,5695
71844,STRIP1,3360
71845,STRIP2,5741
71846,STRIT1,783
71847,STRN,14411
71848,STRN3,4266
71849,STRN4,3741
71850,STS,9182
71851,STSP1,1151
71852,STT3A,5114
71853,STT3B,5688
71854,STUB1,2018
71855,STUB1-DT,1168
71856,STUB1P1,561
71857,STUM,7757
71858,STX10,1460
71859,STX11,7029
71860,STX12,3113
71861,STX16,4959
71862,STX16-NPEPL1,3433
71863,STX17,7739
71864,STX18,2748
71865,STX18-AS1,18895
71866,STX18-IT1,542
71867,STX19,3689
71868,STX1A,2450
71869,STX1B,4756
71870,STX2,4783
71871,STX3,10044
71872,STX4,1816
71873,STX5,2559
71874,STX5-DT,1879
71875,STX6,5074
71876,STX7,16615
71877,STX8,848
71878,STX8P1,355
71879,STXBP1,9242
71880,STXBP2,2208
71881,STXBP3,2761
71882,STXBP4,16842
71883,STXBP5,10087
71884,STXBP5-AS1,12162
71885,STXBP5L,9983
71886,STXBP6,6697
71887,STYK1,3503
71888,STYX,4924
71889,STYXL1,2761
71890,STYXL2,4274
71891,SUB1,7869
71892,SUB1P1,382
71893,SUB1P2,297
71894,SUB1P3,315
71895,SUB1P4,339
71896,SUCLA2,5710
71897,SUCLA2-AS1,620
71898,SUCLA2P1,1370
71899,SUCLA2P2,1309
71900,SUCLA2P3,1357
71901,SUCLG1,1694
71902,SUCLG2,4334
71903,SUCLG2-DT,8981
71904,SUCLG2P2,1296
71905,SUCLG2P4,1027
71906,SUCNR1,6060
71907,SUCO,6107
71908,SUDS3,4781
71909,SUDS3P1,966
71910,SUFU,6793
71911,SUGCT,4083
71912,SUGCT-AS1,1771
71913,SUGP1,2667
71914,SUGP2,7537
71915,SUGT1,14446
71916,SUGT1-DT,1092
71917,SUGT1P1,476
71918,SUGT1P2,992
71919,SUGT1P3,9683
71920,SUGT1P4,134
71921,SUGT1P4-STRA6LP,5608
71922,SUGT1P4-STRA6LP-CCDC180,6463
71923,SULF1,6216
71924,SULF2,5411
71925,SULT1A1,3528
71926,SULT1A2,4262
71927,SULT1A3,3980
71928,SULT1A4,3386
71929,SULT1B1,9313
71930,SULT1C2,2978
71931,SULT1C2P2,294
71932,SULT1C3,2919
71933,SULT1C4,2850
71934,SULT1C5P,2004
71935,SULT1D1P,882
71936,SULT1D1P2,709
71937,SULT1E1,5307
71938,SULT2A1,1936
71939,SULT2B1,1599
71940,SULT4A1,2478
71941,SULT6B1,1140
71942,SULT6B2P,619
71943,SUMF1,2173
71944,SUMF2,2558
71945,SUMO1,1753
71946,SUMO1P1,306
71947,SUMO1P2,304
71948,SUMO1P3,304
71949,SUMO1P4,302
71950,SUMO2,3488
71951,SUMO2P1,284
71952,SUMO2P10,288
71953,SUMO2P12,140
71954,SUMO2P13,272
71955,SUMO2P14,293
71956,SUMO2P15,278
71957,SUMO2P16,264
71958,SUMO2P17,285
71959,SUMO2P18,252
71960,SUMO2P19,295
71961,SUMO2P2,255
71962,SUMO2P20,283
71963,SUMO2P21,288
71964,SUMO2P3,288
71965,SUMO2P4,276
71966,SUMO2P5,245
71967,SUMO2P6,288
71968,SUMO2P7,285
71969,SUMO2P8,286
71970,SUMO3,2313
71971,SUMO4,1017
71972,SUN1,10376
71973,SUN2,8115
71974,SUN3,1535
71975,SUN5,1475
71976,SUNO1,2042
71977,SUOX,6785
71978,SUPT16H,5303
71979,SUPT16HP1,3133
71980,SUPT20H,3714
71981,SUPT20HL1,7201
71982,SUPT20HL2,5860
71983,SUPT3H,4810
71984,SUPT4H1,2008
71985,SUPT4H1P1,340
71986,SUPT4H1P2,353
71987,SUPT5H,4062
71988,SUPT6H,7302
71989,SUPT7L,5318
71990,SUPV3L1,2604
71991,SURF1,1097
71992,SURF2,1982
71993,SURF4,3424
71994,SURF6,4248
71995,SURF6P1,827
71996,SUSD1,3275
71997,SUSD2,3210
71998,SUSD2P1,689
71999,SUSD2P2,758
72000,SUSD3,1301
72001,SUSD4,4345
72002,SUSD5,4602
72003,SUSD6,6416
72004,SUV39H1,3174
72005,SUV39H2,3270
72006,SUV39H2-DT,2795
72007,SUZ12,4610
72008,SUZ12P1,985
72009,SV2A,4958
72010,SV2B,14789
72011,SV2C,11634
72012,SV2C-AS1,1212
72013,SV2C-AS2,1306
72014,SVBP,1309
72015,SVEP1,12665
72016,SVIL,10609
72017,SVIL-AS1,13184
72018,SVIL2P,2676
72019,SVIP,4479
72020,SVOP,6641
72021,SVOPL,2065
72022,SWAP70,4889
72023,SWI5,1525
72024,SWINGN,5940
72025,SWSAP1,1703
72026,SWT1,5852
72027,SYAP1,6343
72028,SYBU,6303
72029,SYBU-AS1,3075
72030,SYCE1,3107
72031,SYCE1L,1057
72032,SYCE2,1261
72033,SYCE3,489
72034,SYCN,576
72035,SYCP1,3614
72036,SYCP2,5548
72037,SYCP2L,2909
72038,SYCP3,1126
72039,SYDE1,4067
72040,SYDE2,6212
72041,SYF2,1799
72042,SYF2P1,413
72043,SYF2P2,583
72044,SYK,5821
72045,SYMPK,8137
72046,SYMPK-AS1,764
72047,SYN1,3211
72048,SYN2,5676
72049,SYN3,7867
72050,SYN3-AS1,558
72051,SYNAGE,20953
72052,SYNC,3605
72053,SYNCRIP,9045
72054,SYNCRIPP1,1683
72055,SYNDIG1,5540
72056,SYNDIG1L,3698
72057,SYNE1,32223
72058,SYNE1-AS1,823
72059,SYNE2,22924
72060,SYNE3,15142
72061,SYNE3-AS1,1015
72062,SYNE4,1552
72063,SYNGAP1,6789
72064,SYNGAP1-AS1,1898
72065,SYNGR1,5709
72066,SYNGR2,2477
72067,SYNGR2P1,673
72068,SYNGR3,2876
72069,SYNGR4,1231
72070,SYNJ1,9083
72071,SYNJ2,8144
72072,SYNJ2-IT1,599
72073,SYNJ2BP,7247
72074,SYNJ2BP-COX16,929
72075,SYNM,7774
72076,SYNM-AS1,1375
72077,SYNM-AS2,2562
72078,SYNPO,10421
72079,SYNPO2,19530
72080,SYNPO2L,5000
72081,SYNPO2L-AS1,3069
72082,SYNPR,3076
72083,SYNPR-AS1,3004
72084,SYNRG,11219
72085,SYP,3386
72086,SYP-AS1,569
72087,SYPL1,2430
72088,SYPL1P1,768
72089,SYPL1P2,727
72090,SYPL2,3791
72091,SYS1,6473
72092,SYS1-DBNDD2,673
72093,SYT1,9337
72094,SYT1-AS1,2086
72095,SYT10,4461
72096,SYT11,5300
72097,SYT12,6158
72098,SYT13,5165
72099,SYT14,14287
72100,SYT14P1,721
72101,SYT15,6831
72102,SYT15-AS1,2748
72103,SYT15B,11694
72104,SYT16,15039
72105,SYT17,7152
72106,SYT2,8157
72107,SYT2-AS1,314
72108,SYT3,4692
72109,SYT4,3936
72110,SYT5,4722
72111,SYT6,5001
72112,SYT7,7321
72113,SYT8,2170
72114,SYT9,4002
72115,SYT9-AS1,8641
72116,SYTL1,2792
72117,SYTL2,9643
72118,SYTL3,7427
72119,SYTL4,11163
72120,SYTL5,5072
72121,SYVN1,3683
72122,SZRD1,3754
72123,SZRD1P1,469
72124,SZT2,14765
72125,SZT2-AS1,699
72126,TAAR1,2871
72127,TAAR2,1217
72128,TAAR3P,1025
72129,TAAR4P,1039
72130,TAAR5,1150
72131,TAAR6,1038
72132,TAAR7P,242
72133,TAAR8,1085
72134,TAAR9,1060
72135,TAB1,3665
72136,TAB2,5850
72137,TAB2-AS1,1387
72138,TAB3,7100
72139,TAB3-AS1,245
72140,TAB3-AS2,292
72141,TAB3P1,1634
72142,TAC1,1361
72143,TAC3,3059
72144,TAC4,736
72145,TAC4-AS1,2100
72146,TACC1,12588
72147,TACC1P1,1454
72148,TACC2,11911
72149,TACC3,4239
72150,TACO1,1446
72151,TACR1,4994
72152,TACR1-AS1,3438
72153,TACR2,2922
72154,TACR3,5359
72155,TACR3-AS1,825
72156,TACSTD2,1820
72157,TADA1,2274
72158,TADA2A,4952
72159,TADA2B,5607
72160,TADA3,3777
72161,TAF1,7927
72162,TAF10,5312
72163,TAF11,1989
72164,TAF11L10,597
72165,TAF11L11,1734
72166,TAF11L12,1720
72167,TAF11L13,597
72168,TAF11L14,594
72169,TAF11L2,597
72170,TAF11L3,597
72171,TAF11L4,597
72172,TAF11L5,597
72173,TAF11L6,597
72174,TAF11L7,597
72175,TAF11L8,597
72176,TAF11L9,597
72177,TAF12,6404
72178,TAF12-DT,968
72179,TAF13,2764
72180,TAF13P2,286
72181,TAF15,2288
72182,TAF1A,2656
72183,TAF1A-AS1,2166
72184,TAF1B,2451
72185,TAF1C,5630
72186,TAF1D,1741
72187,TAF1L,6216
72188,TAF2,5811
72189,TAF3,4875
72190,TAF4,4699
72191,TAF4B,4959
72192,TAF5,3271
72193,TAF5L,6489
72194,TAF5LP1,958
72195,TAF6,4212
72196,TAF6L,2921
72197,TAF7,2295
72198,TAF7L,2712
72199,TAF8,8557
72200,TAF9,3918
72201,TAF9B,2695
72202,TAF9BP1,746
72203,TAF9BP2,499
72204,TAF9P1,515
72205,TAF9P2,515
72206,TAF9P3,127
72207,TAFA1,2373
72208,TAFA2,5618
72209,TAFA3,1677
72210,TAFA4,2231
72211,TAFA5,3047
72212,TAFAZZIN,2584
72213,TAGAP,3946
72214,TAGAP-AS1,9779
72215,TAGLN,9270
72216,TAGLN2,6120
72217,TAGLN2P1,587
72218,TAGLN3,1735
72219,TAL1,5121
72220,TAL2,668
72221,TALAM1,8388
72222,TALDO1,1409
72223,TAMALIN,2060
72224,TAMM41,2094
72225,TANAR,2345
72226,TANC1,8142
72227,TANC2,12511
72228,TANGO2,4746
72229,TANGO6,6567
72230,TANK,7171
72231,TANK-AS1,503
72232,TAOK1,12655
72233,TAOK2,8320
72234,TAOK3,6374
72235,TAP1,3109
72236,TAP2,6411
72237,TAPBP,4392
72238,TAPBPL,1904
72239,TAPT1,4584
72240,TAPT1-AS1,3104
72241,TARBP1,5224
72242,TARBP2,1658
72243,TARDBP,6170
72244,TARDBPP1,1203
72245,TARDBPP2,1231
72246,TARDBPP4,1406
72247,TARID,11120
72248,TARM1,1277
72249,TARP,1016
72250,TARS1,4412
72251,TARS1-DT,2417
72252,TARS2,2869
72253,TARS2P1,2041
72254,TARS3,3713
72255,TAS1R1,2764
72256,TAS1R2,2520
72257,TAS1R3,3475
72258,TAS2R1,3005
72259,TAS2R10,1140
72260,TAS2R12P,940
72261,TAS2R13,1637
72262,TAS2R14,1854
72263,TAS2R15P,928
72264,TAS2R16,997
72265,TAS2R18P,910
72266,TAS2R19,1002
72267,TAS2R2,910
72268,TAS2R20,2344
72269,TAS2R3,1101
72270,TAS2R30,1687
72271,TAS2R31,1021
72272,TAS2R38,1143
72273,TAS2R39,1017
72274,TAS2R4,5018
72275,TAS2R40,1043
72276,TAS2R41,924
72277,TAS2R42,945
72278,TAS2R43,1027
72279,TAS2R46,930
72280,TAS2R5,1151
72281,TAS2R50,1000
72282,TAS2R60,957
72283,TAS2R62P,940
72284,TAS2R63P,925
72285,TAS2R64P,927
72286,TAS2R6P,826
72287,TAS2R7,1096
72288,TAS2R8,1236
72289,TAS2R9,1075
72290,TASL,3425
72291,TASOR,9213
72292,TASOR2,9772
72293,TASP1,3694
72294,TAT,4198
72295,TAT-AS1,1800
72296,TATDN1,1352
72297,TATDN1P1,891
72298,TATDN2,5373
72299,TATDN2P1,2331
72300,TATDN2P2,2226
72301,TATDN2P3,3665
72302,TATDN3,2764
72303,TAX1BP1,4462
72304,TAX1BP1-AS1,1850
72305,TAX1BP3,1459
72306,TBATA,1654
72307,TBC1D1,7139
72308,TBC1D10A,2246
72309,TBC1D10B,3654
72310,TBC1D10C,2680
72311,TBC1D12,5727
72312,TBC1D13,3952
72313,TBC1D14,6505
72314,TBC1D15,6318
72315,TBC1D16,11704
72316,TBC1D17,2438
72317,TBC1D19,3161
72318,TBC1D2,3597
72319,TBC1D20,4559
72320,TBC1D21,1270
72321,TBC1D22A,4366
72322,TBC1D22A-AS1,1951
72323,TBC1D22A-DT,735
72324,TBC1D22B,3555
72325,TBC1D23,4254
72326,TBC1D24,11145
72327,TBC1D25,4054
72328,TBC1D26,1841
72329,TBC1D26-AS1,3370
72330,TBC1D27P,1573
72331,TBC1D28,3650
72332,TBC1D29P,1079
72333,TBC1D2B,6142
72334,TBC1D3,4953
72335,TBC1D30,8888
72336,TBC1D31,3564
72337,TBC1D32,5433
72338,TBC1D3B,2120
72339,TBC1D3C,2105
72340,TBC1D3D,2306
72341,TBC1D3E,2082
72342,TBC1D3F,2122
72343,TBC1D3G,2792
72344,TBC1D3H,2077
72345,TBC1D3I,2305
72346,TBC1D3JP,1426
72347,TBC1D3K,3084
72348,TBC1D3L,4018
72349,TBC1D3P1,1693
72350,TBC1D3P1-DHX40P1,3944
72351,TBC1D3P2,2049
72352,TBC1D3P3,1080
72353,TBC1D3P4,1075
72354,TBC1D3P5,4659
72355,TBC1D3P6,962
72356,TBC1D3P7,914
72357,TBC1D4,8227
72358,TBC1D5,10734
72359,TBC1D7,5584
72360,TBC1D8,5747
72361,TBC1D8-AS1,2478
72362,TBC1D8B,9062
72363,TBC1D9,6163
72364,TBC1D9B,5346
72365,TBCA,2849
72366,TBCAP1,327
72367,TBCAP2,326
72368,TBCAP3,312
72369,TBCB,1311
72370,TBCC,1606
72371,TBCCD1,4904
72372,TBCD,8713
72373,TBCE,6002
72374,TBCEL,10596
72375,TBCEL-TECTA,1432
72376,TBCK,8146
72377,TBILA,1937
72378,TBK1,6815
72379,TBKBP1,4723
72380,TBL1X,10539
72381,TBL1XR1,11529
72382,TBL1XR1-AS1,414
72383,TBL1Y,2407
72384,TBL1YP1,1026
72385,TBL2,4617
72386,TBL3,6851
72387,TBP,1921
72388,TBPL1,4841
72389,TBPL1P1,217
72390,TBPL2,1368
72391,TBR1,3999
72392,TBRG1,5195
72393,TBRG4,7606
72394,TBX1,2938
72395,TBX10,1751
72396,TBX15,4245
72397,TBX18,6853
72398,TBX18-AS1,1099
72399,TBX19,2985
72400,TBX2,3706
72401,TBX2-AS1,2933
72402,TBX20,1824
72403,TBX21,2650
72404,TBX22,2616
72405,TBX3,4793
72406,TBX3-AS1,5006
72407,TBX4,4036
72408,TBX5,5900
72409,TBX5-AS1,4305
72410,TBX6,3208
72411,TBXA2R,3543
72412,TBXAS1,3679
72413,TBXT,3194
72414,TC2N,7577
72415,TCAF1,6292
72416,TCAF1P1,2233
72417,TCAF2,6410
72418,TCAF2C,2577
72419,TCAF2P1,2421
72420,TCAIM,6774
72421,TCAM1P,3839
72422,TCAP,960
72423,TCEA1,3404
72424,TCEA1P1,880
72425,TCEA1P2,906
72426,TCEA1P3,880
72427,TCEA1P4,844
72428,TCEA2,1753
72429,TCEA3,6620
72430,TCEAL1,1682
72431,TCEAL2,1886
72432,TCEAL3,2477
72433,TCEAL3-AS1,361
72434,TCEAL4,5693
72435,TCEAL4P1,588
72436,TCEAL5,2242
72437,TCEAL6,1373
72438,TCEAL7,2014
72439,TCEAL8,2342
72440,TCEAL8P1,343
72441,TCEAL9,2012
72442,TCEAL9P1,268
72443,TCEANC,5259
72444,TCEANC2,10915
72445,TCERG1,4771
72446,TCERG1L,2672
72447,TCERG1L-AS1,868
72448,TCERG1P1,540
72449,TCERG1P2,497
72450,TCF12,16014
72451,TCF12-DT,6128
72452,TCF15,1006
72453,TCF19,4019
72454,TCF20,9198
72455,TCF21,3679
72456,TCF23,4882
72457,TCF24,2818
72458,TCF25,4211
72459,TCF3,6841
72460,TCF3P1,1937
72461,TCF4,13305
72462,TCF4-AS1,396
72463,TCF4-AS2,733
72464,TCF7,4243
72465,TCF7L1,3007
72466,TCF7L1-IT1,458
72467,TCF7L2,4974
72468,TCFL5,3802
72469,TCHH,6985
72470,TCHHL1,3606
72471,TCHP,4205
72472,TCIM,1829
72473,TCIRG1,3007
72474,TCL1A,1761
72475,TCL1B,1181
72476,TCL6,12475
72477,TCN1,1486
72478,TCN2,3132
72479,TCOF1,6083
72480,TCP1,2453
72481,TCP10L,5853
72482,TCP10L2,1666
72483,TCP10L3,6106
72484,TCP11,2466
72485,TCP11L1,6412
72486,TCP11L2,6610
72487,TCP11X1,1758
72488,TCP11X2,1758
72489,TCP11X3P,1254
72490,TCP1P1,1610
72491,TCP1P3,1498
72492,TCTA,2164
72493,TCTE1,3594
72494,TCTN1,4154
72495,TCTN2,2911
72496,TCTN3,6594
72497,TDG,3284
72498,TDGP1,1229
72499,TDH,1919
72500,TDH-AS1,1791
72501,TDO2,1739
72502,TDP1,4811
72503,TDP2,2358
72504,TDRD1,8855
72505,TDRD10,2604
72506,TDRD12,6900
72507,TDRD15,7180
72508,TDRD3,6964
72509,TDRD5,4440
72510,TDRD6,8977
72511,TDRD6-AS1,919
72512,TDRD7,3792
72513,TDRD9,4788
72514,TDRG1,3364
72515,TDRKH,5573
72516,TDRKH-AS1,1215
72517,TDRP,3410
72518,TEAD1,9694
72519,TEAD2,4545
72520,TEAD3,3049
72521,TEAD4,1808
72522,TEC,4029
72523,TECPR1,7109
72524,TECPR2,9771
72525,TECR,1779
72526,TECRL,5732
72527,TECRP1,445
72528,TECRP2,928
72529,TECTA,7353
72530,TECTB,3935
72531,TEDC1,2653
72532,TEDC2,2060
72533,TEDC2-AS1,3264
72534,TEDDM1,2551
72535,TEDDM2P,786
72536,TEDDM3P,887
72537,TEF,4663
72538,TEFM,2123
72539,TEK,6875
72540,TEKT1,3389
72541,TEKT2,2189
72542,TEKT3,1746
72543,TEKT4,1635
72544,TEKT4P2,6987
72545,TEKT4P3,478
72546,TEKT5,1597
72547,TEKTIP1,675
72548,TEKTL1,1757
72549,TELO2,4308
72550,TEN1,1785
72551,TEN1-CDK3,2259
72552,TENM1,13547
72553,TENM2,10953
72554,TENM2-AS1,1507
72555,TENM2-AS2,648
72556,TENM2-AS3,663
72557,TENM3,11427
72558,TENM3-AS1,7187
72559,TENM4,14381
72560,TENM4-AS1,2250
72561,TENT2,7796
72562,TENT4A,5326
72563,TENT4B,8562
72564,TENT5A,5772
72565,TENT5B,2382
72566,TENT5C,6099
72567,TENT5C-DT,974
72568,TENT5D,3308
72569,TEP1,11200
72570,TEPSIN,2501
72571,TEPSIN-AS1,4506
72572,TERB1,2773
72573,TERB2,1296
72574,TERC,451
72575,TERF1,3525
72576,TERF1P1,1181
72577,TERF1P2,1212
72578,TERF1P3,1227
72579,TERF1P4,1115
72580,TERF1P5,1207
72581,TERF1P6,505
72582,TERF1P7,1228
72583,TERF2,3371
72584,TERF2IP,3393
72585,TERF2IPP1,1132
72586,TERLR1,1951
72587,TERT,4224
72588,TES,3011
72589,TESC,1024
72590,TESC-AS1,1902
72591,TESHL,24301
72592,TESK1,2578
72593,TESK2,4195
72594,TESMIN,5403
72595,TESPA1,6280
72596,TET1,9927
72597,TET1P1,2301
