gene_id,gene_symbol,chromosome,start,end,exon_length_bp
ENSMUSG00000073724,Pramel4,chr4,143785696,143795897,6363
ENSMUSG00000073725,Lmbrd1,chr1,24717610,24805383,70656
ENSMUSG00000073730,Ppp1r14bl,chr1,23139554,23141334,1781
ENSMUSG00000073733,Cplane2,chr4,140940961,140954067,7934
ENSMUSG00000073735,Defb18,chr1,18306697,18307667,258
ENSMUSG00000073747,Zpld2,chr4,133918115,133930315,2338
ENSMUSG00000073755,5730409E04Rik,chr4,126503611,126508164,5777
ENSMUSG00000073758,Sh3d21,chr4,126044395,126057284,11338
ENSMUSG00000073764,Gm12888,chr4,121173513,121182114,1181
ENSMUSG00000073768,Or10ak16,chr4,118745794,118756794,3394
ENSMUSG00000073769,Or10ak9,chr4,118721846,118728904,7328
ENSMUSG00000073771,Btbd19,chr4,116976409,116982922,7752
ENSMUSG00000073774,Kncn,chr4,115741597,115746723,951
ENSMUSG00000073775,Kti12,chr4,108704982,108706610,1629
ENSMUSG00000073785,Krtap5-5,chr7,141782532,141783708,1177
ENSMUSG00000073786,Krtap5-21,chr7,141765596,141766327,732
ENSMUSG00000073791,Efcab7,chr4,99717435,99769985,6770
ENSMUSG00000073792,Alg6,chr4,99603809,99652111,54671
ENSMUSG00000073794,I0C0044D17Rik,chr4,98706712,98712077,2774
ENSMUSG00000073795,Spef1l,chr7,139550568,139558673,6616
ENSMUSG00000073802,Cdkn2b,chr4,89223204,89229276,2722
ENSMUSG00000073804,Nps,chr7,134860432,134874671,3129
ENSMUSG00000073805,Insyn2a,chr7,134483655,134540221,9290
ENSMUSG00000073811,Ifna12,chr4,88520817,88521613,797
ENSMUSG00000073830,Mup14,chr4,61256012,61260077,10833
ENSMUSG00000073834,Mup11,chr4,60614440,60618509,15014
ENSMUSG00000073838,Tufm,chr7,126086511,126089903,15288
ENSMUSG00000073842,Mup7,chr4,60066445,60070490,23489
ENSMUSG00000073856,Iqck,chr7,118454952,118571875,16146
ENSMUSG00000073876,Il11ra3,chr4,42158842,42168603,1953
ENSMUSG00000073877,Ccl27al,chr4,42153386,42158849,9584
ENSMUSG00000073878,Ccl21f,chr4,42114817,42115917,837
ENSMUSG00000073888,Ccl27a,chr4,41769467,41774639,24843
ENSMUSG00000073889,Il11ra1,chr4,41699989,41769485,45935
ENSMUSG00000073893,Or5p52,chr7,107497109,107506969,11765
ENSMUSG00000073894,Rbmxl2,chr7,106808652,106810123,1472
ENSMUSG00000073896,Or2d36,chr7,106737534,106749788,15751
ENSMUSG00000073897,Or10a4,chr7,106692427,106699015,4614
ENSMUSG00000073898,Or10a5,chr7,106630381,106640201,7304
ENSMUSG00000073899,Or2d3b,chr7,106507208,106515472,5777
ENSMUSG00000073900,Or2ag20,chr7,106462392,106470128,3072
ENSMUSG00000073901,Or2ag19,chr7,106442567,106445414,2880
ENSMUSG00000073906,Or52w1,chr7,105017437,105018562,2252
ENSMUSG00000073907,Or56b35,chr7,104960372,104968869,6895
ENSMUSG00000073909,Or56b34,chr7,104937302,104938267,966
ENSMUSG00000073910,Mob3b,chr4,34949074,35157500,8588
ENSMUSG00000073913,Or52e5,chr7,104713682,104720846,3311
ENSMUSG00000073914,Or52e4,chr7,104700579,104708213,4166
ENSMUSG00000073915,Or52e7,chr7,104681905,104686957,3756
ENSMUSG00000073916,Or52n5,chr7,104583447,104589684,5485
ENSMUSG00000073917,Or52n3,chr7,104527238,104532113,9019
ENSMUSG00000073920,Or56b2,chr7,104335708,104340561,4754
ENSMUSG00000073922,Or52n20,chr7,104315960,104324155,5811
ENSMUSG00000073923,Or56b1,chr7,104274001,104286688,5305
ENSMUSG00000073924,Or52p1,chr7,104263162,104270810,5082
ENSMUSG00000073925,Or52u1,chr7,104236232,104239925,5374
ENSMUSG00000073926,Or52d3,chr7,104226521,104233324,10597
ENSMUSG00000073927,Or52h7,chr7,104210108,104217841,15835
ENSMUSG00000073928,Or52h9,chr7,104199340,104203629,2667
ENSMUSG00000073931,Or52d1,chr7,103754080,103758973,4717
ENSMUSG00000073932,Or51i2,chr7,103684652,103691279,3318
ENSMUSG00000073937,Or51k2,chr7,103593644,103598170,4854
ENSMUSG00000073938,Or51ai2,chr7,103583554,103589786,4236
ENSMUSG00000073940,Hbb-bt,chr7,103461727,103465047,11861
ENSMUSG00000073943,Or52z15,chr7,103331927,103332892,966
ENSMUSG00000073944,Or52z14,chr7,103249782,103254066,2494
ENSMUSG00000073945,Or52z13,chr7,103239310,103249655,4261
ENSMUSG00000073946,Or52z12,chr7,103222268,103236002,7040
ENSMUSG00000073947,Or51ah3,chr7,103205286,103213005,7814
ENSMUSG00000073948,Or52ae7,chr7,103119084,103120565,1482
ENSMUSG00000073949,Or51l14,chr7,103098253,103102738,5922
ENSMUSG00000073950,Or52ab4,chr7,102985124,102988771,3233
ENSMUSG00000073951,Or52ab7,chr7,102972775,102979095,2986
ENSMUSG00000073952,Or52ab2,chr7,102965522,102972006,3675
ENSMUSG00000073953,Or52e19,chr7,102954855,102961989,4331
ENSMUSG00000073954,Or52e3,chr7,102866203,102871520,3896
ENSMUSG00000073955,Or52s1,chr7,102861069,102862052,1935
ENSMUSG00000073956,Or52j3,chr7,102834010,102842172,13483
ENSMUSG00000073959,Or52r1c,chr7,102731092,102737522,4116
ENSMUSG00000073960,Or51f1d,chr7,102700507,102701466,960
ENSMUSG00000073961,Or52r1b,chr7,102687231,102693247,8869
ENSMUSG00000073962,Or51a7,chr7,102611867,102624367,4059
ENSMUSG00000073963,Or51h5,chr7,102573616,102577815,3318
ENSMUSG00000073964,Or51a8,chr7,102543784,102550917,2468
ENSMUSG00000073965,Or51f2,chr7,102526329,102527270,942
ENSMUSG00000073966,Or51f5,chr7,102420428,102426064,3569
ENSMUSG00000073967,Or51d1,chr7,102345117,102349914,3737
ENSMUSG00000073968,Trim68,chr7,102326785,102336550,37066
ENSMUSG00000073969,Or52i2,chr7,102314106,102322477,8589
ENSMUSG00000073970,Or51h1,chr7,102308030,102308977,948
ENSMUSG00000073971,Or52m1,chr7,102287639,102291762,6128
ENSMUSG00000073972,Or52m2,chr7,102260488,102267425,4953
ENSMUSG00000073973,Or52k2,chr7,102246977,102257332,5160
ENSMUSG00000073974,Or52p2,chr7,102232717,102241093,6519
ENSMUSG00000073975,Or51r1,chr7,102220649,102232218,11006
ENSMUSG00000073977,Or52b3,chr7,102199077,102205049,2842
ENSMUSG00000073978,Or52b4i,chr7,102190103,102195097,4287
ENSMUSG00000073979,Or52b4,chr7,102183956,102184891,936
ENSMUSG00000073982,Rhog,chr7,101887439,101905261,20904
ENSMUSG00000073987,Ggh,chr4,20041973,20067213,10013
ENSMUSG00000073988,Ttpa,chr4,20007938,20031631,17335
ENSMUSG00000073991,Cnbd1,chr4,18767980,19122565,1653
ENSMUSG00000073997,Or2at1,chr7,99412714,99418528,5499
ENSMUSG00000073998,Or2at4,chr7,99379480,99385606,2281
ENSMUSG00000074001,Klhl40,chr9,121606673,121615109,13030
ENSMUSG00000074003,Gucy2d,chr7,98089623,98126686,7171
ENSMUSG00000074004,B3gnt6,chr7,97841624,97848728,2411
ENSMUSG00000074006,Omp,chr7,97792566,97794709,2144
ENSMUSG00000074011,Pramel41,chr5,94591865,94596410,1528
ENSMUSG00000074028,Slc22a13,chr9,119022040,119038164,2001
ENSMUSG00000074030,Exoc8,chr8,125619847,125624444,4598
ENSMUSG00000074037,Mc1r,chr8,124133846,124137483,3638
ENSMUSG00000074059,Fbxw18,chr9,109505802,109531768,1519
ENSMUSG00000074060,Fbxw15,chr9,109381670,109397330,2441
ENSMUSG00000074061,Fbxw19,chr9,109305722,109324943,1483
ENSMUSG00000074062,Fbxw16,chr9,109261384,109278208,1497
ENSMUSG00000074063,Osgin1,chr8,120152470,120173000,27375
ENSMUSG00000074064,Mlycd,chr8,120121303,120138492,24969
ENSMUSG00000074071,Fam169b,chr7,67923587,68012840,21431
ENSMUSG00000074088,Snrnp40,chr4,130253925,130283826,9386
ENSMUSG00000074093,Svip,chr7,51644993,51655766,38144
ENSMUSG00000074102,Rbm15b,chr9,106758117,106764627,6511
ENSMUSG00000074109,Mrgprx2,chr7,48128367,48149069,6540
ENSMUSG00000074111,Mrgpra9,chr7,46884609,46902596,2139
ENSMUSG00000074115,Saa1,chr7,46389916,46392547,9495
ENSMUSG00000074121,Ntf5,chr7,45063082,45066604,6657
ENSMUSG00000074123,Prr23a4,chr9,98785172,98786675,1504
ENSMUSG00000074127,Cmtm2a,chr8,105007669,105020637,12698
ENSMUSG00000074129,Rpl13a,chr7,44774982,44778263,22044
ENSMUSG00000074139,Plscr1l1,chr9,92191405,92239932,3874
ENSMUSG00000074141,Il4i1,chr7,44465354,44490233,6645
ENSMUSG00000074151,Nlrc5,chr8,95160984,95253900,19075
ENSMUSG00000074155,Klk5,chr7,43491395,43500605,1242
ENSMUSG00000074156,Ces1h,chr8,94078471,94106353,1870
ENSMUSG00000074158,Zfp976,chr7,42258950,42292012,3884
ENSMUSG00000074165,Zfp788,chr7,41282627,41300954,17213
ENSMUSG00000074166,AW146154,chr7,41121474,41149314,14445
ENSMUSG00000074170,Plekhf1,chr7,37916384,37927440,45747
ENSMUSG00000074179,Gsta5,chr9,78197205,78212812,5990
ENSMUSG00000074182,Znhit6,chr3,145281952,145314662,12380
ENSMUSG00000074183,Gsta1,chr9,78137927,78149966,2877
ENSMUSG00000074194,Zfp791,chr8,85833992,85849724,18351
ENSMUSG00000074195,Clca4b,chr3,144616682,144638290,2997
ENSMUSG00000074199,Krtdap,chr7,30487321,30490522,6499
ENSMUSG00000074206,Adh6b,chr3,138047191,138064622,4051
ENSMUSG00000074207,Adh1,chr3,137966752,137996462,11921
ENSMUSG00000074211,Sdhaf1,chr7,30020831,30023320,2490
ENSMUSG00000074212,Dnajb14,chr3,137573436,137622320,30127
ENSMUSG00000074215,Gm10643,chr8,84790190,84791766,1577
ENSMUSG00000074217,Misp3,chr8,84736851,84739149,3416
ENSMUSG00000074218,Cox7a1,chr7,29883569,29885503,1714
ENSMUSG00000074220,Zfp382,chr7,29821083,29850124,17802
ENSMUSG00000074221,Zfp568,chr7,29683177,29727707,36105
ENSMUSG00000074227,Spint2,chr7,28955747,28981493,13453
ENSMUSG00000074238,Ap1ar,chr3,127600645,127631172,29212
ENSMUSG00000074240,Cib3,chr8,72958179,72966840,1202
ENSMUSG00000074247,Dda1,chr8,71921796,71928753,25193
ENSMUSG00000074254,Cyp2a4,chr7,26006594,26014513,5205
ENSMUSG00000074259,Gramd2a,chr9,59587427,59626157,7565
ENSMUSG00000074261,Erich4,chr7,25314045,25315317,2648
ENSMUSG00000074264,Amy1,chr3,113349359,113400348,19961
ENSMUSG00000074268,Amy2a5,chr3,113154494,113166153,3715
ENSMUSG00000074269,Rec114,chr9,58560133,58651247,9965
ENSMUSG00000074272,Ceacam1,chr7,25161128,25177257,48649
ENSMUSG00000074277,Phldb3,chr7,24310188,24328722,4859
ENSMUSG00000074282,Zfp94,chr7,24000798,24016119,53245
ENSMUSG00000074283,Zfp109,chr7,23924765,23936985,12205
ENSMUSG00000074291,Vmn1r168,chr7,23239157,23246873,7634
ENSMUSG00000074300,Smim31,chr8,65538265,65582215,1507
ENSMUSG00000074305,Peak1,chr9,56108410,56325566,51894
ENSMUSG00000074311,Vmn1r139,chr7,21768482,21797332,1647
ENSMUSG00000074322,Vmn1r132,chr7,21348017,21348910,894
ENSMUSG00000074336,Apoc4,chr7,19412005,19415405,4545
ENSMUSG00000074340,Ovgp1,chr3,105881027,105894739,2616
ENSMUSG00000074342,I830077J02Rik,chr3,105831564,105840020,5420
ENSMUSG00000074344,Tmigd3,chr3,105778146,105831363,7936
ENSMUSG00000074345,Tnfaip8l3,chr9,53929992,53975853,5281
ENSMUSG00000074358,Ccdc61,chr7,18624377,18644340,27002
ENSMUSG00000074359,Psg23,chr7,18340268,18350426,2179
ENSMUSG00000074361,C5ar2,chr7,15968503,15978121,25158
ENSMUSG00000074364,Ehd2,chr7,15680874,15701629,39547
ENSMUSG00000074366,Obox5,chr7,15483527,15493725,3706
ENSMUSG00000074369,Obox2,chr7,15122646,15132470,5465
ENSMUSG00000074375,Sult2a3,chr7,13801371,13857003,1926
ENSMUSG00000074377,Sult2a4,chr7,13643601,13723532,1948
ENSMUSG00000074378,Bsph1,chr7,13184766,13207374,1614
ENSMUSG00000074384,AI429214,chr8,37460758,37462687,1930
ENSMUSG00000074397,Foxr1,chr9,44344608,44352558,8332
ENSMUSG00000074403,H3c13,chr3,96175970,96176457,488
ENSMUSG00000074405,Zfp865,chr7,5023375,5039767,10254
ENSMUSG00000074406,Zfp628,chr7,4918183,4925004,14038
ENSMUSG00000074417,Pira12,chr7,3887200,3901165,17661
ENSMUSG00000074419,Pira13,chr7,3817651,3828731,7698
ENSMUSG00000074424,Spopfm2,chr3,94081719,94085500,4452
ENSMUSG00000074433,Lce3e,chr3,92874368,92875588,607
ENSMUSG00000074434,Defa28,chr8,22072965,22073980,859
ENSMUSG00000074435,Smcp,chr3,92491171,92496317,13050
ENSMUSG00000074437,Defa29,chr8,21815903,21817036,1012
ENSMUSG00000074439,Defa5,chr8,21787455,21788391,376
ENSMUSG00000074440,Defa3,chr8,21777413,21778393,816
ENSMUSG00000074441,Defa40,chr8,21739770,21740572,385
ENSMUSG00000074442,Defa31,chr8,21681585,21682566,1187
ENSMUSG00000074443,Defa22,chr8,21652290,21653265,838
ENSMUSG00000074444,Defa30,chr8,21609255,21625621,2159
ENSMUSG00000074445,Sprr2a3,chr3,92192724,92198712,3562
ENSMUSG00000074446,Defa23,chr8,21543616,21546155,1547
ENSMUSG00000074447,Defa21,chr8,21515557,21516533,1235
ENSMUSG00000074448,Pate9,chr9,36443693,36453259,2348
ENSMUSG00000074449,Potefam3a,chr8,20078070,20103616,2522
ENSMUSG00000074452,Pate2,chr9,35481580,35669448,4652
ENSMUSG00000074454,Defb33,chr8,21382679,21387742,2222
ENSMUSG00000074457,S100a16,chr3,90444172,90450462,33809
ENSMUSG00000074472,Zfp872,chr9,22099386,22113419,4383
ENSMUSG00000074476,Spc24,chr9,21666727,21671791,13411
ENSMUSG00000074480,Mex3a,chr3,88439702,88448703,5778
ENSMUSG00000074483,Bglap,chr3,88290808,88291771,440
ENSMUSG00000074486,Bglap2,chr3,88285043,88286060,525
ENSMUSG00000074489,Bglap3,chr3,88275923,88280052,6947
ENSMUSG00000074491,Clec4g,chr8,3757064,3770671,10299
ENSMUSG00000074500,Zfp558,chr9,18364855,18389574,21449
ENSMUSG00000074502,Ubtfl1,chr9,18315714,18324473,10393
ENSMUSG00000074505,Fat3,chr9,15821485,16412581,37232
ENSMUSG00000074513,Arfip1,chr3,84403342,84490126,50002
ENSMUSG00000074519,Zfp971,chr2,177665042,177700370,8742
ENSMUSG00000074521,Zfp1003,chr2,177538889,177551310,10807
ENSMUSG00000074527,Gm14296,chr2,176584302,176619602,4573
ENSMUSG00000074529,Zfp972,chr2,177482811,177567493,6551
ENSMUSG00000074569,Gcnt7,chr2,172292233,172300516,2220
ENSMUSG00000074570,Cass4,chr2,172234618,172275677,23887
ENSMUSG00000074575,Kcng1,chr2,168102031,168123656,20331
ENSMUSG00000074576,Mocs3,chr2,168072542,168074514,1973
ENSMUSG00000074577,Ripor3,chr2,167822084,167852538,3580
ENSMUSG00000074579,Lekr1,chr3,65573467,65745518,47989
ENSMUSG00000074582,Arfgef2,chr2,166647368,166739976,97556
ENSMUSG00000074591,Ankub1,chr3,57564814,57600220,6416
ENSMUSG00000074593,Spint5,chr2,164557220,164559988,448
ENSMUSG00000074594,Wfdc9,chr2,164491547,164498503,799
ENSMUSG00000074595,Wfdc6a,chr2,164417402,164427953,2458
ENSMUSG00000074596,Spint3,chr2,164411615,164415379,557
ENSMUSG00000074604,Mgst2,chr3,51567781,51590098,3418
ENSMUSG00000074607,Tox2,chr2,163045021,163166191,15797
ENSMUSG00000074619,Fundc2b,chr3,40854631,40856978,2348
ENSMUSG00000074622,Mafb,chr2,160205623,160208985,3363
ENSMUSG00000074623,Gm826,chr2,160153313,160176082,3018
ENSMUSG00000074625,Arhgap40,chr2,158354668,158392682,2210
ENSMUSG00000074627,Mroh8,chr2,157050351,157121469,11782
ENSMUSG00000074628,Tldc2,chr2,156928975,156938866,1711
ENSMUSG00000074634,Tmem267,chr13,119624575,120072595,5170
ENSMUSG00000074637,Sox2,chr3,34704554,34706610,2057
ENSMUSG00000074639,Rdh16f2,chr10,127702338,127713190,1265
ENSMUSG00000074643,Cpne1,chr2,155913762,155953885,9487
ENSMUSG00000074646,6430550D23Rik,chr2,155815199,155849935,8715
ENSMUSG00000074647,Fam83c,chr2,155669468,155676774,6309
ENSMUSG00000074649,Mmp24os1,chr2,155659622,155661354,1651
ENSMUSG00000074651,Mcidas,chr13,113130328,113136928,2428
ENSMUSG00000074652,Myh7b,chr2,155453096,155476234,6199
ENSMUSG00000074653,Lrrc31,chr3,30730244,30754554,55719
ENSMUSG00000074655,Gm1527,chr3,28946738,28980874,9707
ENSMUSG00000074656,Eif2s2,chr2,154713330,154734855,19330
ENSMUSG00000074657,Kif5a,chr10,127060993,127103180,147400
ENSMUSG00000074665,Bpifb4,chr2,153780139,153806021,9572
ENSMUSG00000074671,Tspyl3,chr2,153064290,153067361,3072
ENSMUSG00000074673,Ttll9,chr2,152804160,152850402,9007
ENSMUSG00000074676,Foxs1,chr2,152773818,152775128,1311
ENSMUSG00000074677,Sirpb1c,chr3,15817337,15902692,16408
ENSMUSG00000074678,Defb25,chr2,152464267,152478804,1968
ENSMUSG00000074679,Defb28,chr2,152360141,152363435,1242
ENSMUSG00000074680,Defb26,chr2,152349718,152353612,561
ENSMUSG00000074681,Defb23,chr2,152300915,152306540,684
ENSMUSG00000074682,Zcchc3,chr2,152253875,152256947,3073
ENSMUSG00000074695,Il22,chr10,118040847,118045952,1110
ENSMUSG00000074698,Csnk2a1,chr2,152068450,152123842,48199
ENSMUSG00000074704,Rad21l,chr2,151487324,151510453,3309
ENSMUSG00000074715,Ccl28,chr13,120085355,120115895,4105
ENSMUSG00000074731,Zfp345,chr2,150312211,150327011,3434
ENSMUSG00000074733,Zfp950,chr19,61041343,61129278,13372
ENSMUSG00000074736,Syndig1,chr2,149671131,149846723,38464
ENSMUSG00000074738,Fndc10,chr4,155778799,155780938,2140
ENSMUSG00000074743,Thbd,chr2,148216045,148250201,8845
ENSMUSG00000074746,Pdzd8,chr19,59272936,59334320,39030
ENSMUSG00000074748,Atxn7l3b,chr10,112761335,112764906,3566
ENSMUSG00000074749,Kiz,chr2,146697738,146813664,47950
ENSMUSG00000074754,Smim26,chr2,144435952,144437723,2553
ENSMUSG00000074764,Sel1l2,chr2,140071775,140231648,5084
ENSMUSG00000074766,Ism1,chr2,139520098,139600508,5923
ENSMUSG00000074768,Bhmt,chr13,93753183,93774469,18724
ENSMUSG00000074771,Ankef1,chr2,136343811,136405232,8487
ENSMUSG00000074780,Anapc15-ps,chr10,95508853,95509251,399
ENSMUSG00000074781,Ube2n,chr10,95350742,95381525,19220
ENSMUSG00000074785,Plxnc1,chr10,94626728,94780877,29975
ENSMUSG00000074793,Hspa12b,chr2,130969200,130994065,7631
ENSMUSG00000074794,Arrdc3,chr13,81031409,81044161,20585
ENSMUSG00000074796,Slc4a11,chr2,130526028,130539898,30159
ENSMUSG00000074797,Itpa,chr2,130509530,130523540,7901
ENSMUSG00000074802,Gas2l3,chr10,89244685,89279829,15357
ENSMUSG00000074811,Hps6,chr19,45991947,45994612,2666
ENSMUSG00000074812,Spdye4c,chr2,128433129,128440384,2891
ENSMUSG00000074817,Papolb,chr5,142511593,142515831,4239
ENSMUSG00000074818,Pdzd7,chr19,45015345,45035127,12040
ENSMUSG00000074824,Rslcan18,chr13,67244672,67264327,2986
ENSMUSG00000074825,Itpripl1,chr2,126980692,126985399,10667
ENSMUSG00000074826,Ramacl,chr13,67052968,67057300,16908
ENSMUSG00000074829,2010315B03Rik,chr9,124054311,124075336,9645
ENSMUSG00000074832,Zfp998,chr13,66566173,66589226,4595
ENSMUSG00000074847,Gm10775,chr13,65407353,65408640,1203
ENSMUSG00000074849,Spata31d1c,chr13,65180872,65185818,3390
ENSMUSG00000074852,Hpse2,chr19,42774978,43376794,4231
ENSMUSG00000074862,BC025920,chr10,81442103,81456537,11509
ENSMUSG00000074863,Platr25,chr13,62814789,62908529,59362
ENSMUSG00000074865,Zfp934,chr13,62620860,62719013,8585
ENSMUSG00000074867,Zfp808,chr13,62277700,62383958,5141
ENSMUSG00000074870,Cts3,chr13,61712444,61717941,2809
ENSMUSG00000074871,Ctsm,chr13,61683557,61689653,3882
ENSMUSG00000074872,Ctxn2,chr2,124977561,124989763,8140
ENSMUSG00000074874,Ctla2b,chr13,61043162,61045351,4914
ENSMUSG00000074881,Mageb3,chr2,121784233,121786573,2341
ENSMUSG00000074882,Cyp2c68,chr19,39676779,39729553,21044
ENSMUSG00000074884,Serf2,chr2,121279676,121290920,16261
ENSMUSG00000074886,Grk6,chr13,55592885,55608888,90407
ENSMUSG00000074890,Lcmt2,chr2,120958460,120971145,8116
ENSMUSG00000074892,B3galt5,chr16,96036699,96121060,96970
ENSMUSG00000074895,Eif4e1b,chr13,54931811,54936272,7432
ENSMUSG00000074896,Ifit3,chr19,34560899,34566443,14372
ENSMUSG00000074899,Sptbn5,chr2,119871974,119916159,11654
ENSMUSG00000074909,Ranbp6,chr19,29785800,29790374,4575
ENSMUSG00000074913,Gm815,chr19,26863281,26866047,1441
ENSMUSG00000074916,Chst14,chr2,118756977,118759066,4100
ENSMUSG00000074918,Inafm2,chr2,118576239,118579291,3053
ENSMUSG00000074922,Pabir1,chr19,24453866,24454720,855
ENSMUSG00000074923,Pak6,chr2,118493734,118528524,34123
ENSMUSG00000074925,Ptar1,chr19,23664750,23709032,26751
ENSMUSG00000074928,Krtap14,chr16,88622178,88623033,856
ENSMUSG00000074934,Grem1,chr2,113576509,113589000,4157
ENSMUSG00000074939,Chrm5,chr2,112309516,112311114,1599
ENSMUSG00000074945,Or4f61,chr2,111920131,111927126,3915
ENSMUSG00000074946,Or4f60,chr2,111900433,111908188,6125
ENSMUSG00000074947,Or4f59,chr2,111868413,111880583,16907
ENSMUSG00000074952,Or4f57,chr2,111789630,111795289,3056
ENSMUSG00000074955,Or4f56,chr2,111698002,111707494,4529
ENSMUSG00000074965,Or4k35,chr2,111095291,111104451,6906
ENSMUSG00000074966,Or4f52,chr2,111060705,111065631,5350
ENSMUSG00000074968,Ano3,chr2,110485546,110781268,27351
ENSMUSG00000074971,Fibin,chr2,110191262,110193528,2267
ENSMUSG00000074991,Gabrr3,chr16,59227695,59284867,4271
ENSMUSG00000074994,Qser1,chr2,104585140,104647373,60214
ENSMUSG00000074995,Or5ac19,chr16,59086476,59092995,4633
ENSMUSG00000074996,Or5ac17,chr16,59034497,59040130,3659
ENSMUSG00000074997,Pin1rt1,chr2,104544271,104546724,1172
ENSMUSG00000075000,Nrbf2,chr10,67101674,67121136,24010
ENSMUSG00000075002,Ftdc1,chr16,58434038,58437341,713
ENSMUSG00000075012,Fjx1,chr2,102279711,102282844,3134
ENSMUSG00000075023,Accsl,chr2,93685706,93760827,4529
ENSMUSG00000075028,Prdm11,chr2,92801350,92876810,45750
ENSMUSG00000075031,H2bc3,chr13,23929333,23931879,1810
ENSMUSG00000075033,Nxpe3,chr16,55660265,55716436,49580
ENSMUSG00000075040,Zfp408,chr2,91473102,91480409,24388
ENSMUSG00000075044,Slc22a29,chr19,8137529,8230661,3890
ENSMUSG00000075045,Duxf4,chr10,58070670,58072523,1854
ENSMUSG00000075046,Duxf3,chr10,58066473,58068497,2025
ENSMUSG00000075054,Yae1d1,chr13,18155915,18167934,26792
ENSMUSG00000075061,Or4b1b,chr2,90110607,90123185,3369
ENSMUSG00000075062,Or4b12,chr2,90090890,90101376,7531
ENSMUSG00000075063,Or4b13,chr2,90080474,90087936,4548
ENSMUSG00000075064,Or4x15,chr2,90050522,90054837,2495
ENSMUSG00000075065,Or4b1,chr2,89975599,89983435,25458
ENSMUSG00000075066,Or4b1d,chr2,89966617,89972640,10285
ENSMUSG00000075067,Or4x12,chr2,89915874,89916803,930
ENSMUSG00000075068,Or4c3d,chr2,89879724,89893938,7932
ENSMUSG00000075069,Or4c3,chr2,89848870,89855921,5238
ENSMUSG00000075072,Or4c58,chr2,89672137,89678549,4754
ENSMUSG00000075073,Or4a47,chr2,89655655,89671899,12977
ENSMUSG00000075074,Or4a81,chr2,89617669,89623963,5778
ENSMUSG00000075075,Or4a80,chr2,89579811,89587434,17326
ENSMUSG00000075078,Or4a77,chr2,89484117,89491811,10408
ENSMUSG00000075079,Or4a76,chr2,89459246,89465327,4004
ENSMUSG00000075081,Or4a74,chr2,89435303,89444474,9190
ENSMUSG00000075084,Or4a71,chr2,89356233,89361831,4066
ENSMUSG00000075085,Or4a70,chr2,89322724,89328679,8339
ENSMUSG00000075086,Or4a69,chr2,89311658,89317470,5715
ENSMUSG00000075088,Or4a2,chr2,89247374,89250751,4117
ENSMUSG00000075090,Or4a15,chr2,89190357,89195209,6158
ENSMUSG00000075091,Or4c125,chr2,89163552,89172742,3439
ENSMUSG00000075092,Or4c124,chr2,89155333,89160019,5738
ENSMUSG00000075093,Or4c1,chr2,89130130,89137418,4903
ENSMUSG00000075094,Or4c123,chr2,89126695,89127612,918
ENSMUSG00000075095,Or4c15b,chr2,89110820,89118358,8017
ENSMUSG00000075097,Or4c121,chr2,89019183,89030392,25563
ENSMUSG00000075099,Or4c119,chr2,88985680,88994435,5613
ENSMUSG00000075100,Or4c118,chr2,88973852,88981904,2333
ENSMUSG00000075101,Or4c117,chr2,88953229,88963398,8544
ENSMUSG00000075102,Or4c116,chr2,88939430,88947627,12349
ENSMUSG00000075104,Or4c114,chr2,88902585,88913857,22039
ENSMUSG00000075105,Or4c113,chr2,88882640,88891531,12489
ENSMUSG00000075107,Or4c111,chr2,88837907,88848684,8214
ENSMUSG00000075110,Or4c109,chr2,88816823,88822997,5017
ENSMUSG00000075111,Or4c108,chr2,88802399,88810625,4822
ENSMUSG00000075112,Or4c15,chr2,88757220,88768455,9335
ENSMUSG00000075113,Or4c29,chr2,88735286,88745501,6544
ENSMUSG00000075114,Or4p8,chr2,88725919,88732655,6742
ENSMUSG00000075115,Or4a67,chr2,88593855,88600832,6007
ENSMUSG00000075117,Or4p23,chr2,88574314,88581714,7485
ENSMUSG00000075119,Or4a27,chr2,88557247,88562710,3844
ENSMUSG00000075120,Or4a66,chr2,88527647,88534941,9489
ENSMUSG00000075121,Or4c103,chr2,88511799,88519531,3512
ENSMUSG00000075122,Cd80,chr16,38275923,38316697,13927
ENSMUSG00000075125,Or4p20,chr2,88250665,88256515,6110
ENSMUSG00000075126,Or4p4b,chr2,88453649,88454580,932
ENSMUSG00000075127,Or4p18,chr2,88232203,88236797,2233
ENSMUSG00000075128,Or5d3,chr2,88172476,88176836,3742
ENSMUSG00000075132,Or5d43,chr2,88103384,88110219,7631
ENSMUSG00000075133,Or5d41,chr2,88052442,88058678,4306
ENSMUSG00000075136,Or5d37,chr2,87923199,87924310,1112
ENSMUSG00000075137,Or5d36,chr2,87900161,87902174,2654
ENSMUSG00000075139,Or5d14,chr2,87876264,87881473,5745
ENSMUSG00000075140,Or5d18,chr2,87862632,87868043,3990
ENSMUSG00000075141,Or9m1b,chr2,87831271,87838612,7002
ENSMUSG00000075142,Or5d47,chr2,87804051,87805007,957
ENSMUSG00000075143,Or5l14,chr2,87788829,87798643,4621
ENSMUSG00000075144,Or5l13,chr2,87777397,87783444,7647
ENSMUSG00000075145,Or5d16,chr2,87771989,87775481,5115
ENSMUSG00000075146,Or9m1,chr2,87731600,87735510,6481
