gene_id,gene_symbol,exon_length_bp
ENSMUSG00000076435,Acsf2,13216
ENSMUSG00000076436,Oxct2a,1760
ENSMUSG00000076437,Selenoh,3664
ENSMUSG00000076438,Oxct2b,1735
ENSMUSG00000076439,Mog,16569
ENSMUSG00000076441,Ass1,33685
ENSMUSG00000077450,Rab11b,26371
ENSMUSG00000078080,Or51f1e,1030
ENSMUSG00000078116,Or7g16,2628
ENSMUSG00000078118,Or5p59,3756
ENSMUSG00000078123,Gm5071,3531
ENSMUSG00000078127,Fam170b,1694
ENSMUSG00000078129,Actl10,3092
ENSMUSG00000078130,Krtap4-24,638
ENSMUSG00000078131,Krtap1-3,879
ENSMUSG00000078132,Gm11939,300
ENSMUSG00000078137,Ankrd63,4861
ENSMUSG00000078139,AK157302,1924
ENSMUSG00000078144,Capns2,1005
ENSMUSG00000078153,Psme2b,837
ENSMUSG00000078154,Cdk2ap1rt,1310
ENSMUSG00000078157,Fem1al,3274
ENSMUSG00000078161,Erich3,22157
ENSMUSG00000078173,Lenep,1806
ENSMUSG00000078179,Rnf148,1239
ENSMUSG00000078184,Rbm8a2,1338
ENSMUSG00000078185,Chml,17174
ENSMUSG00000078193,Rpl35rt,445
ENSMUSG00000078198,Or1l4b,8242
ENSMUSG00000078201,Tmem203,854
ENSMUSG00000078202,Nrarp,2582
ENSMUSG00000078206,Fthl17d,856
ENSMUSG00000078208,Fthl17b,842
ENSMUSG00000078212,Spin2-ps9,1115
ENSMUSG00000078213,Btbd35f4,1491
ENSMUSG00000078218,Btbd35f3,1943
ENSMUSG00000078234,Klhdc7a,7807
ENSMUSG00000078235,Fam43b,2437
ENSMUSG00000078240,Rpl27rt,1656
ENSMUSG00000078249,Hmga1b,1746
ENSMUSG00000078252,Krtap17-1,761
ENSMUSG00000078253,Krtap16-1,1888
ENSMUSG00000078254,Krtap29-1,1029
ENSMUSG00000078255,Krtap9-5,1077
ENSMUSG00000078256,Krtap31-3,921
ENSMUSG00000078257,Krtap4-27,1265
ENSMUSG00000078258,Krtap4-26,691
ENSMUSG00000078259,Krtap4-20,890
ENSMUSG00000078260,Krtap4-21,869
ENSMUSG00000078261,Krtap4-23,1079
ENSMUSG00000078262,Krtap4-9,1059
ENSMUSG00000078269,Gm14180,78
ENSMUSG00000078276,Gm14190,153
ENSMUSG00000078280,Tas2r122,930
ENSMUSG00000078302,Foxd1,5064
ENSMUSG00000078307,AI593442,46753
ENSMUSG00000078315,Fam47c,1639
ENSMUSG00000078317,F8a,2505
ENSMUSG00000078320,Tex13c1,2074
ENSMUSG00000078324,Btbd35f14,1701
ENSMUSG00000078346,H2al1n,514
ENSMUSG00000078348,Sf3b5,3841
ENSMUSG00000078350,Smim1,36020
ENSMUSG00000078354,Ifna2,1032
ENSMUSG00000078355,Ifna16,1010
ENSMUSG00000078365,Mos,1449
ENSMUSG00000078420,Or5t18,2935
ENSMUSG00000078427,Sarnp,14720
ENSMUSG00000078429,Ctdsp2,42784
ENSMUSG00000078435,AU041133,4128
ENSMUSG00000078439,Smim24,3444
ENSMUSG00000078440,Dohh,13980
ENSMUSG00000078442,Tektl1,1715
ENSMUSG00000078451,Ppil6,5468
ENSMUSG00000078452,Raet1d,11360
ENSMUSG00000078453,Abracl,12021
ENSMUSG00000078485,Plekhn1,13189
ENSMUSG00000078486,Perm1,23925
ENSMUSG00000078487,Ankrd65,1781
ENSMUSG00000078490,Cfap74,51533
ENSMUSG00000078495,Zfp984,42212
ENSMUSG00000078496,Zfp982,28484
ENSMUSG00000078497,Zfp978,2184
ENSMUSG00000078498,Zfp988,9893
ENSMUSG00000078500,Zfp986,63
ENSMUSG00000078502,Zfp268,32759
ENSMUSG00000078503,Zfp990,73634
ENSMUSG00000078504,Aadacl4fm5,1432
ENSMUSG00000078505,Aadacl4fm4,1224
ENSMUSG00000078506,Aadacl4fm2,1221
ENSMUSG00000078507,Aadacl3,3153
ENSMUSG00000078508,Pramel30,1841
ENSMUSG00000078509,Pramel14,2627
ENSMUSG00000078510,Pramel28,2067
ENSMUSG00000078511,Pramel16,4267
ENSMUSG00000078512,Pramel11,1981
ENSMUSG00000078513,Pramel22,1827
ENSMUSG00000078515,Ddi2,81275
ENSMUSG00000078517,Emc1,76830
ENSMUSG00000078518,Gm13030,655
ENSMUSG00000078520,Cela3a,958
ENSMUSG00000078521,Aunip,11365
ENSMUSG00000078532,Nkain1,8010
ENSMUSG00000078537,Tcstv5a,1447
ENSMUSG00000078546,Zfp995,28630
ENSMUSG00000078552,Dcdc2b,3181
ENSMUSG00000078554,Fam229a,887
ENSMUSG00000078566,Bnip3,19366
ENSMUSG00000078570,1110065P20Rik,9153
ENSMUSG00000078572,Ndufaf8,3188
ENSMUSG00000078575,Gm12887,360
ENSMUSG00000078576,Gm12886,1149
ENSMUSG00000078577,Tmco2,2847
ENSMUSG00000078578,Ube2d3,230111
ENSMUSG00000078580,Zfp764l1,17756
ENSMUSG00000078584,AU022252,23278
ENSMUSG00000078588,Ccdc24,6246
ENSMUSG00000078591,Hs3st4,3189
ENSMUSG00000078593,P3r3urf,392
ENSMUSG00000078597,Cyp4a12b,2395
ENSMUSG00000078598,Skint5,10930
ENSMUSG00000078599,Skint8,2727
ENSMUSG00000078605,E030025P04Rik,1078
ENSMUSG00000078606,Gvin2,17820
ENSMUSG00000078607,1810010H24Rik,7888
ENSMUSG00000078611,Gm5901,5810
ENSMUSG00000078612,Fyb2,9521
ENSMUSG00000078616,Trim30c,1716
ENSMUSG00000078619,Smarcd2,27702
ENSMUSG00000078621,Hbb-bh2,558
ENSMUSG00000078622,Ccdc47,80169
ENSMUSG00000078624,Or51ab3,8979
ENSMUSG00000078625,Prame62,883
ENSMUSG00000078626,Gm12790,11288
ENSMUSG00000078627,Marchf10,20450
ENSMUSG00000078630,Tomt,12528
ENSMUSG00000078632,Lrrc37a,9931
ENSMUSG00000078639,Gm12695,1954
ENSMUSG00000078650,G6pc1,6508
ENSMUSG00000078651,Aoc2,5393
ENSMUSG00000078652,Psme3,56262
ENSMUSG00000078653,Cntd1,7035
ENSMUSG00000078656,Vps25,15028
ENSMUSG00000078657,Crnn,3491
ENSMUSG00000078664,Sprr2a1,6738
ENSMUSG00000078668,Krtap4-22,1200
ENSMUSG00000078670,Fam174b,5752
ENSMUSG00000078671,Chd2,9085
ENSMUSG00000078672,Mup20,25573
ENSMUSG00000078673,Mup19,17575
ENSMUSG00000078674,Mup18,4213
ENSMUSG00000078675,Mup16,6526
ENSMUSG00000078676,Casc3,28567
ENSMUSG00000078680,Mup10,3566
ENSMUSG00000078681,Tm2d3,7145
ENSMUSG00000078683,Mup1,8873
ENSMUSG00000078686,Mup9,6420
ENSMUSG00000078687,Mup8,6353
ENSMUSG00000078688,Mup2,6235
ENSMUSG00000078689,Mup6,2423
ENSMUSG00000078695,Cisd3,3061
ENSMUSG00000078698,Mrgpra3,1295
ENSMUSG00000078713,Tomm5,7125
ENSMUSG00000078716,Tmem8b,29760
ENSMUSG00000078719,Msmp,747
ENSMUSG00000078721,Spata31f1a,4146
ENSMUSG00000078722,Spata31f1e,3297
ENSMUSG00000078735,Il11ra2,3253
ENSMUSG00000078742,Gm10985,81
ENSMUSG00000078746,Spata31f1d,4130
ENSMUSG00000078747,Gm20878,3700
ENSMUSG00000078752,Scgb1b30,491
ENSMUSG00000078753,Scgb1b24,279
ENSMUSG00000078754,Scgb2b3,339
ENSMUSG00000078757,Scgb1b29,282
ENSMUSG00000078759,Scgb1b7,419
ENSMUSG00000078762,Haus5,2192
ENSMUSG00000078763,Slfn1,3947
ENSMUSG00000078765,U2af1l4,14802
ENSMUSG00000078768,Zfp566,10417
ENSMUSG00000078771,Evi2a,6397
ENSMUSG00000078773,Rad54b,36517
ENSMUSG00000078776,Fcgbpl1,15833
ENSMUSG00000078779,Zfp59,9657
ENSMUSG00000078780,Gm5150,5348
ENSMUSG00000078783,Sirpd,1912
ENSMUSG00000078784,Rbis,11132
ENSMUSG00000078786,Actmap,8995
ENSMUSG00000078787,Cyp2t4,3143
ENSMUSG00000078789,Dph1,41840
ENSMUSG00000078793,Ceacam23,3610
ENSMUSG00000078794,Dact3,23811
ENSMUSG00000078795,Ceacam15,1391
ENSMUSG00000078796,Zfp541,13848
ENSMUSG00000078798,Sult2a1,2139
ENSMUSG00000078799,Sult2a5,1046
ENSMUSG00000078800,Bsph2,1926
ENSMUSG00000078808,Vmn1r58,20131
ENSMUSG00000078810,Gp6,22997
ENSMUSG00000078812,Eif5a,101615
ENSMUSG00000078813,Leng1,4485
ENSMUSG00000078815,Cacng6,46974
ENSMUSG00000078816,Prkcg,43723
ENSMUSG00000078817,Nlrp12,6928
ENSMUSG00000078851,H2ac25,2146
ENSMUSG00000078853,Igtp,20808
ENSMUSG00000078861,Zfp931,13881
ENSMUSG00000078862,Gm14326,25602
ENSMUSG00000078864,Gm14322,5493
ENSMUSG00000078865,Gm14406,3848
ENSMUSG00000078866,Zfp970,6760
ENSMUSG00000078867,Gm14418,6732
ENSMUSG00000078868,Gm14412,2973
ENSMUSG00000078869,Zfp1010,2098
ENSMUSG00000078870,Gm14410,12691
ENSMUSG00000078872,Gm14401,7315
ENSMUSG00000078875,Gm14419,6834
ENSMUSG00000078876,Gm14408,699
ENSMUSG00000078877,Gm14295,8917
ENSMUSG00000078878,Gm14305,10483
ENSMUSG00000078879,Zfp973,2606
ENSMUSG00000078880,Gm14308,4962
ENSMUSG00000078881,Gm14434,4395
ENSMUSG00000078886,Gm2026,3698
ENSMUSG00000078887,Gm6710,3592
ENSMUSG00000078889,Gm14288,5723
ENSMUSG00000078894,2210418O10Rik,8689
ENSMUSG00000078895,Gm11009,417
ENSMUSG00000078896,Zfp965,2942
ENSMUSG00000078897,Gm4724,4354
ENSMUSG00000078898,Zfp968,8481
ENSMUSG00000078899,Gm4631,5896
ENSMUSG00000078901,Zfp1009,8204
ENSMUSG00000078902,Gm14443,9477
ENSMUSG00000078903,Gm14391,6917
ENSMUSG00000078905,Gm14393,1189
ENSMUSG00000078906,Gm14444,2492
ENSMUSG00000078907,Fam186b,3187
ENSMUSG00000078908,Mon1b,38290
ENSMUSG00000078919,Dpm1,19297
ENSMUSG00000078920,Ifi47,10624
ENSMUSG00000078921,Tgtp2,2810
ENSMUSG00000078922,Tgtp1,2885
ENSMUSG00000078923,Ube2v1,25403
ENSMUSG00000078924,Timd5,1065
ENSMUSG00000078926,Cdc20b,5312
ENSMUSG00000078931,Pdf,1763
ENSMUSG00000078932,Redic1,7509
ENSMUSG00000078934,Pate13,414
ENSMUSG00000078935,1700025C18Rik,1846
ENSMUSG00000078937,Cpt1b,45477
ENSMUSG00000078938,Syce3,4705
ENSMUSG00000078940,Wfdc11,866
ENSMUSG00000078941,Ak6,4171
ENSMUSG00000078942,Naip6,13532
ENSMUSG00000078945,Naip2,31921
ENSMUSG00000078949,R3hdml,2877
ENSMUSG00000078954,Arhgap8,34597
ENSMUSG00000078958,Atp6ap1l,3282
ENSMUSG00000078963,Hsbp1l1,4044
ENSMUSG00000078964,Ces1b,14235
ENSMUSG00000078970,Dnaaf10,6881
ENSMUSG00000078972,Gm15557,1380
ENSMUSG00000078974,Sec61g,11854
ENSMUSG00000078994,Zfp429,5923
ENSMUSG00000078995,Zfp456,20510
ENSMUSG00000078998,Bpifa6,1610
ENSMUSG00000079003,Samd1,4830
ENSMUSG00000079005,Gm14147,2681
ENSMUSG00000079006,Gm14151,2672
ENSMUSG00000079007,Tcl1b4,2963
ENSMUSG00000079008,Zfp1005,4170
ENSMUSG00000079009,Zfp1004,7497
ENSMUSG00000079012,Serpina3m,13301
ENSMUSG00000079013,Serpina3j,2155
ENSMUSG00000079014,Serpina3i,8423
ENSMUSG00000079015,Serpina1c,14755
ENSMUSG00000079017,Ifi27l2a,3905
ENSMUSG00000079018,Ly6c1,13115
ENSMUSG00000079019,Insl3,629
ENSMUSG00000079020,Slc45a4,118390
ENSMUSG00000079022,Col22a1,45987
ENSMUSG00000079025,Gsdmc,4783
ENSMUSG00000079029,Eif1ad7,1840
ENSMUSG00000079031,Eif1ad2,9367
ENSMUSG00000079033,Mef2b,38138
ENSMUSG00000079034,Eif1ad8,3744
ENSMUSG00000079036,Alkbh1,17358
ENSMUSG00000079037,Prnp,59318
ENSMUSG00000079038,Zfp781a,3220
ENSMUSG00000079042,Apela,3816
ENSMUSG00000079043,Fastkd5,6214
ENSMUSG00000079049,Serpinb1c,3491
ENSMUSG00000079051,Vinac1,4242
ENSMUSG00000079055,Slc8a3,46775
ENSMUSG00000079056,Kcnip3,16844
ENSMUSG00000079057,Cyp4v3,3817
ENSMUSG00000079058,Adam34,5045
ENSMUSG00000079071,Slc28a2b,3740
ENSMUSG00000079083,Jrkl,3223
ENSMUSG00000079084,Ccdc82,41931
ENSMUSG00000079091,Gm3404,1130
ENSMUSG00000079092,Prl2c2,1576
ENSMUSG00000079093,4930449I24Rik,1168
ENSMUSG00000079103,Tgm7,4281
ENSMUSG00000079104,Prps1l3,20395
ENSMUSG00000079105,C7,6102
ENSMUSG00000079108,Srp54c,59218
ENSMUSG00000079109,Pms2,35187
ENSMUSG00000079110,Capn3,92669
ENSMUSG00000079111,Kdelr2,9336
ENSMUSG00000079112,Fam90a1a,1887
ENSMUSG00000079113,Defa43,2120
ENSMUSG00000079114,Defa42,2617
ENSMUSG00000079116,Defa41,1080
ENSMUSG00000079120,AY761185,448
ENSMUSG00000079144,A130010J15Rik,19031
ENSMUSG00000079156,Smok3b,7050
ENSMUSG00000079157,Nalf1,5116
ENSMUSG00000079162,Trim43b,4521
ENSMUSG00000079164,Tlr5,22704
ENSMUSG00000079165,Sap25,2323
ENSMUSG00000079168,Cd209g,2463
ENSMUSG00000079173,Zan,32932
ENSMUSG00000079177,Fam228a,11540
ENSMUSG00000079180,Mptx2,794
ENSMUSG00000079184,Mphosph8,45376
ENSMUSG00000079186,Gzmc,2042
ENSMUSG00000079197,Psme2,7894
ENSMUSG00000079215,Zfp664,29791
ENSMUSG00000079227,Ccr5,8235
ENSMUSG00000079235,Ccdc13,39618
ENSMUSG00000079243,Xirp1,11281
ENSMUSG00000079244,Gm5622,3308
ENSMUSG00000079247,Cwc22rt6,2493
ENSMUSG00000079258,Calhm1,1253
ENSMUSG00000079259,Trim71,9332
ENSMUSG00000079260,Tmppe,24533
ENSMUSG00000079262,Slco1a6,2815
ENSMUSG00000079263,Slco1a8,6767
ENSMUSG00000079265,Gm8257,6224
ENSMUSG00000079267,Gm5930,2235
ENSMUSG00000079269,Gm3676,1924
ENSMUSG00000079271,1700049E17Rik1,1761
ENSMUSG00000079277,Hoxd3,13626
ENSMUSG00000079278,Tmem233,3737
ENSMUSG00000079283,2310009B15Rik,565
ENSMUSG00000079293,Clec7a,2979
ENSMUSG00000079298,Klrb1b,6496
ENSMUSG00000079299,Klrb1,724
ENSMUSG00000079304,Tex52,8120
ENSMUSG00000079316,Rab9,149253
ENSMUSG00000079317,Trappc2,17698
ENSMUSG00000079323,Gm20661,900
ENSMUSG00000079324,4932414N04Rik,7166
ENSMUSG00000079330,Lemd1,25311
ENSMUSG00000079334,Naa80,2053
ENSMUSG00000079339,Ifit1bl1,4393
ENSMUSG00000079342,Lipo1,2243
ENSMUSG00000079343,C1s2,5324
ENSMUSG00000079344,Lipo4,2314
ENSMUSG00000079349,Magea5,6520
ENSMUSG00000079350,Magea8,1648
ENSMUSG00000079355,Ackr4,19679
ENSMUSG00000079357,Gm11100,6760
ENSMUSG00000079362,Gm43302,4310
ENSMUSG00000079363,Gbp4,10907
ENSMUSG00000079364,Gm3558,9192
ENSMUSG00000079371,Gm3476,4179
ENSMUSG00000079374,Gm8334,1284
ENSMUSG00000079378,Gm8279,3735
ENSMUSG00000079386,Gm3173,519
ENSMUSG00000079387,Luzp4,4048
ENSMUSG00000079388,2610042L04Rik,5865
ENSMUSG00000079389,Gm3149,2814
ENSMUSG00000079391,Gm2974,2045
ENSMUSG00000079395,Gm15114,1974
ENSMUSG00000079396,Gm3411,6225
ENSMUSG00000079402,Gm3020,13663
ENSMUSG00000079409,Gm5795,3496
ENSMUSG00000079410,Gm2897,26480
ENSMUSG00000079415,Cntf,4744
ENSMUSG00000079418,Atg4a,5509
ENSMUSG00000079419,Ms4a6c,5460
ENSMUSG00000079421,4930402F06Rik,2542
ENSMUSG00000079423,Pramel57,5652
ENSMUSG00000079424,Pramel47,2504
ENSMUSG00000079426,Arpc4,18525
ENSMUSG00000079427,Mthfsl,8724
ENSMUSG00000079428,Tceal7,31765
ENSMUSG00000079429,Mroh2a,7491
ENSMUSG00000079432,Pramel3d,3698
ENSMUSG00000079434,Neu2,40866
ENSMUSG00000079435,Rpl36a,2423
ENSMUSG00000079436,Kcnj13,14940
ENSMUSG00000079440,Alpi,2337
ENSMUSG00000079442,St6galnac4,37962
ENSMUSG00000079444,Gm21981,2721
ENSMUSG00000079445,B3gnt7,5195
ENSMUSG00000079450,Cldn34c1,102604
ENSMUSG00000079451,Tmprss11g,5707
ENSMUSG00000079457,Gm7609,8690
ENSMUSG00000079460,Tex16,1520
ENSMUSG00000079465,Col4a3,8554
ENSMUSG00000079466,Prdm12,2790
ENSMUSG00000079469,Pigb,47598
ENSMUSG00000079470,Utp14b,27523
ENSMUSG00000079471,Mymx,8346
ENSMUSG00000079476,Fam236e,740
ENSMUSG00000079477,Rab7,100873
ENSMUSG00000079478,Znrd2,3221
ENSMUSG00000079479,Fam236f,810
ENSMUSG00000079480,Pin4,2941
ENSMUSG00000079481,Nhsl2,25492
ENSMUSG00000079484,Phyhd1,5951
ENSMUSG00000079487,Med12,76539
ENSMUSG00000079491,H2-T10,1699
ENSMUSG00000079492,H2-T15,2781
ENSMUSG00000079494,Nat8f5,5538
ENSMUSG00000079495,Nat8f6,5253
ENSMUSG00000079497,Prrt1b,1711
ENSMUSG00000079502,Cfap77,2854
ENSMUSG00000079507,H2-Q1,3989
ENSMUSG00000079508,Apoo,33213
ENSMUSG00000079509,Zfx,100834
ENSMUSG00000079513,Ppp4r3c2,3093
ENSMUSG00000079516,Reg3a,1887
ENSMUSG00000079519,Gm14743,759
ENSMUSG00000079521,Gm5938,775
ENSMUSG00000079522,Gm14744,800
ENSMUSG00000079523,Tmsb10,8567
ENSMUSG00000079525,Cldn34d,1945
ENSMUSG00000079531,Pwwp4d,5758
ENSMUSG00000079532,Ctag2l2,2444
ENSMUSG00000079534,Pwwp4c,5792
ENSMUSG00000079536,Ctag2l1,627
ENSMUSG00000079539,Obp2b,732
ENSMUSG00000079547,H2-DMb1,1404
ENSMUSG00000079550,Mpp4,11772
ENSMUSG00000079553,Kifc1,15076
ENSMUSG00000079554,Aox2,5771
ENSMUSG00000079555,Haus3,42712
ENSMUSG00000079557,Marchf2,76377
ENSMUSG00000079559,Pou2af3,3641
ENSMUSG00000079560,Hoxa3,10938
ENSMUSG00000079562,Maea,22857
ENSMUSG00000079563,Pglyrp2,26750
ENSMUSG00000079566,Spin2d,3164
ENSMUSG00000079577,Gm14692,782
ENSMUSG00000079578,Gm1140,782
ENSMUSG00000079579,Gm6760,604
ENSMUSG00000079580,Tmem217,9911
ENSMUSG00000079583,Gm7073,2793
ENSMUSG00000079584,Tm9sf5,13009
ENSMUSG00000079588,Tmem182,30255
ENSMUSG00000079592,C1qtnf5,5363
ENSMUSG00000079593,4933416I08Rik,2339
ENSMUSG00000079594,Cstdc6,387
ENSMUSG00000079597,Cstdc4,1506
ENSMUSG00000079598,Clec2l,2787
ENSMUSG00000079605,Zbtb9,5652
ENSMUSG00000079606,Fsip2l,6582
ENSMUSG00000079608,Stard6,43207
ENSMUSG00000079610,Ankrd39,8040
ENSMUSG00000079614,Seh1l,47654
ENSMUSG00000079625,Tm4sf19,3043
ENSMUSG00000079626,Rhox7b,1091
ENSMUSG00000079627,Rhox2h,1234
ENSMUSG00000079628,Rhox4g,3008
ENSMUSG00000079629,Rhox2g,795
ENSMUSG00000079630,Rhox4f,948
ENSMUSG00000079633,Rhox4d,936
ENSMUSG00000079635,Rhox4c,903
ENSMUSG00000079636,Rhox3c,1701
ENSMUSG00000079637,Rhox2c,2325
ENSMUSG00000079638,Rhox2b,2443
ENSMUSG00000079639,Rhox4a,925
ENSMUSG00000079641,Rpl39,12243
ENSMUSG00000079642,Ct47,1455
ENSMUSG00000079644,Gm1110,4485
ENSMUSG00000079649,Spin2-ps8,711
ENSMUSG00000079652,Garin1a,2315
ENSMUSG00000079654,Prrt4,43017
ENSMUSG00000079655,Gm5168,1460
ENSMUSG00000079657,Rab26,5435
ENSMUSG00000079658,Eloc,85461
ENSMUSG00000079659,Tmem243,17849
ENSMUSG00000079666,Pttg1ip2,2343
ENSMUSG00000079677,Fdx2,6202
ENSMUSG00000079679,Vwde,9605
ENSMUSG00000079681,Zglp1,1019
ENSMUSG00000079685,Ulbp1,23626
ENSMUSG00000079697,Ssxb16,1165
ENSMUSG00000079698,Vmn2r93,20946
ENSMUSG00000079699,Ssxb14,507
ENSMUSG00000079700,Fpr3,2532
ENSMUSG00000079701,Ssxb3,1568
ENSMUSG00000079702,Ssxb6,518
ENSMUSG00000079703,Ssxb8,1077
ENSMUSG00000079704,Ssxb15,540
ENSMUSG00000079705,Ssxb1,1711
ENSMUSG00000079707,Dynlt2a1,4742
ENSMUSG00000079710,Dynlt2a2,6799
ENSMUSG00000079722,Ttll2,3047
ENSMUSG00000079806,Gm21719,1358
ENSMUSG00000079842,Spag11a,1047
ENSMUSG00000079845,Xlr4a,39937
ENSMUSG00000079852,Klra4,17942
ENSMUSG00000079853,Klra1,1668
ENSMUSG00000079871,Gm4984,938
ENSMUSG00000079875,Or1e1b,1237
ENSMUSG00000079941,Cox5b-ps,497
ENSMUSG00000080072,Spin2-ps2,711
ENSMUSG00000080115,Eef1akmt3,2719
ENSMUSG00000080152,H3f4,766
ENSMUSG00000080268,Brms1,28483
ENSMUSG00000080300,Spin2-ps1,965
ENSMUSG00000080316,Spaca6,1073
ENSMUSG00000080712,H2bc26,381
ENSMUSG00000080713,Or5d44,1738
ENSMUSG00000080717,B230307C23Rik,40883
ENSMUSG00000080725,Gm6121,1845
ENSMUSG00000080751,Or51k7,955
ENSMUSG00000080781,Or1e28,2129
ENSMUSG00000080809,Or4b1c,4698
ENSMUSG00000080876,Gm14332,711
ENSMUSG00000080891,Or51l1,948
ENSMUSG00000080907,4930455H04Rik,1341
ENSMUSG00000080933,Rhox3g,991
ENSMUSG00000080990,Or10al2,4480
ENSMUSG00000081044,AU015836,3006
ENSMUSG00000081058,H3c15,1020
ENSMUSG00000081218,Gm4297,2579
ENSMUSG00000081225,Cyp2j12,7496
ENSMUSG00000081234,Or12e8,5422
ENSMUSG00000081341,Gm14891,823
ENSMUSG00000081362,Cyp2j7,1515
ENSMUSG00000081443,Fam236d,1295
ENSMUSG00000081534,Slc48a1,12830
ENSMUSG00000081649,Or6d13,5004
ENSMUSG00000081665,Pira1,3462
ENSMUSG00000081683,Fzd10,3250
ENSMUSG00000081724,Or10al7,6268
ENSMUSG00000081836,Or4p19,5263
ENSMUSG00000081859,Or52b6,2321
ENSMUSG00000081945,Or52d13,6621
ENSMUSG00000081948,Or4s2,12016
ENSMUSG00000081984,Dnajb3,1051
ENSMUSG00000082079,Dnmt3c,2223
ENSMUSG00000082101,Slfn14,3706
ENSMUSG00000082211,Defa27,371
ENSMUSG00000082216,Or13c9,952
ENSMUSG00000082226,Gm715,1210
ENSMUSG00000082229,Nap1l2,2465
ENSMUSG00000082316,Vmn1r221,6892
ENSMUSG00000082361,Btc,2906
ENSMUSG00000082482,H2ab2,348
ENSMUSG00000082574,Or4x5,2501
ENSMUSG00000082639,Gm2012,2259
ENSMUSG00000082754,Or5ap2b,1042
ENSMUSG00000082815,Cbr1b,1811
ENSMUSG00000082882,Or4c100,4689
ENSMUSG00000082932,Cyp2j8,1512
ENSMUSG00000082976,Gm15056,1118
ENSMUSG00000082980,Or4x13,4430
ENSMUSG00000083012,Fam220a,40717
ENSMUSG00000083138,Cyp4a29,1530
ENSMUSG00000083188,Or1p1b,972
ENSMUSG00000083282,Ctsf,45398
ENSMUSG00000083307,AA414768,1672
ENSMUSG00000083361,Or12k7,2770
ENSMUSG00000083616,H2ab3,348
ENSMUSG00000083628,Gm2030,2184
ENSMUSG00000083649,Rasl2-9,1013
ENSMUSG00000083695,Rnf138rt1,1191
ENSMUSG00000083706,Or10ag56,5972
ENSMUSG00000083855,Or5d45,5552
ENSMUSG00000083886,Or1p4,971
ENSMUSG00000083947,Or10al6,5411
ENSMUSG00000084063,Gm5934,2588
ENSMUSG00000084128,Esrp2,13969
ENSMUSG00000084135,Pom121l12,1039
ENSMUSG00000084136,Vmn1r207,9656
ENSMUSG00000084174,Sycn,577
ENSMUSG00000084234,4933405O20Rik,1341
ENSMUSG00000084262,Or51p1,5519
ENSMUSG00000084336,Or4x6,8380
ENSMUSG00000084346,Cyp4a30b,1527
ENSMUSG00000084387,Or1e20,934
ENSMUSG00000084782,Tex53,3001
ENSMUSG00000084786,Ubl5,52400
ENSMUSG00000084842,Pabpc1l2b,690
ENSMUSG00000084845,Tmem240,8878
ENSMUSG00000084883,Ccdc85c,18543
ENSMUSG00000084902,Cdhr18,2983
ENSMUSG00000084927,Slco1a7,2449
ENSMUSG00000084957,Bbip1,212405
ENSMUSG00000084989,Crocc2,11359
ENSMUSG00000085007,Smim43,11546
ENSMUSG00000085079,Khdc1b,2236
ENSMUSG00000085111,Ascl4,2016
ENSMUSG00000085114,1600025M17Rik,3384
ENSMUSG00000085139,Sertm2,9718
ENSMUSG00000085272,Sbk3,4949
ENSMUSG00000085484,Gm13539,552
ENSMUSG00000085486,Ccdc200,2220
ENSMUSG00000085549,1700047F07Rik,8470
ENSMUSG00000085576,Dpy19l2,4239
ENSMUSG00000085584,Rtl9,4333
ENSMUSG00000085601,Meiosin,1892
ENSMUSG00000085683,Tmem238l,930
ENSMUSG00000085684,4930469K13Rik,17648
ENSMUSG00000085793,Lin52,30718
ENSMUSG00000085795,Zfp703,10197
ENSMUSG00000085861,Armh2,1745
ENSMUSG00000085877,Spin2-ps4,711
ENSMUSG00000085880,Gm15229,2081
ENSMUSG00000085925,Rtl1,19464
ENSMUSG00000085933,Tmem61,5265
ENSMUSG00000085957,Syna,2026
ENSMUSG00000086022,Rad51ap2,3175
ENSMUSG00000086040,Wipf3,17270
ENSMUSG00000086056,Gm4846,1744
ENSMUSG00000086147,Zfp989,2295
ENSMUSG00000086158,Pierce2,3459
ENSMUSG00000086213,A330040F15Rik,32070
ENSMUSG00000086228,Ubap1l,1387
ENSMUSG00000086277,4930558K02Rik,1926
ENSMUSG00000086316,Nbdy,6702
ENSMUSG00000086322,Zfp593os,6088
ENSMUSG00000086338,Or8h6,5036
ENSMUSG00000086361,Gm6569,2328
ENSMUSG00000086524,Pabpc1l2a,2607
ENSMUSG00000086545,Lrrc3c,902
ENSMUSG00000086564,Cd101,7861
ENSMUSG00000086587,Gm11837,7653
ENSMUSG00000086596,Susd5,11769
ENSMUSG00000086598,Btbd18,8307
ENSMUSG00000086727,Alyreffm1,4674
ENSMUSG00000086784,Isoc2a,3860
ENSMUSG00000086812,Gm8978,2225
ENSMUSG00000086848,Lce6a,1805
ENSMUSG00000086962,Faxdc2,3784
ENSMUSG00000087006,Gm13889,2626
ENSMUSG00000087035,Tmem74bos,2090
ENSMUSG00000087075,Lbhd2,4336
ENSMUSG00000087119,Atg4a-ps,2115
ENSMUSG00000087141,Plcxd2,7694
ENSMUSG00000087149,Itih6,3929
ENSMUSG00000087166,L1td1,5492
ENSMUSG00000087194,Skint6,3723
ENSMUSG00000087198,Tmem274,537
ENSMUSG00000087230,Mroh3,6038
ENSMUSG00000087236,Kif28,9707
ENSMUSG00000087247,Alkal1,1190
